strain1,strain2,lens1,lens2,spe1,spe2,color,dist_link1,dist_link2,phy_seqdist
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_syringae_9643_6237,2,1,amygdali,syringae,#BFD86666,0.100491894913359,1,0.257273768613975
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_syringae_pv_viburni_CFBP_1702_3087,2,5,amygdali,syringae,#BFD86666,0.103845723868083,1,0.264575061294452
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_avellanae_R25260_6575,2,1,amygdali,avellanae,#BFD86666,0.109435438792622,1,0.23091251729284
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_syringae_CFBP_3800_5881,2,1,amygdali,syringae,#BFD86666,0.110553381777529,1,0.356562722639338
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_avellanae_R2sc214_6308,2,1,amygdali,avellanae,#BFD86666,0.111671324762437,1,0.23202058528501
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_syringae_pv_actinidifoliorum_CFBP8043_3814,2,5,amygdali,syringae,#BFD86666,0.112789267747345,1,0.249114831490143
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_syringae_Psa_JA12_7257,2,1,amygdali,syringae,#BFD86666,0.121732811626607,1,0.250161808747545
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_syringae_NZ35_5847,2,1,amygdali,syringae,#BFD86666,0.12508664058133,1,0.236120701938991
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_syringae_M256_7288,2,1,amygdali,syringae,#BFD86666,0.127322526551146,1,0.255709361492586
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_syringae_UB0390_2476,2,1,amygdali,syringae,#BFD86666,0.130676355505869,1,0.22692908117752
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_syringae_13-429_11508,2,6,amygdali,syringae,#BFD86666,0.1351481274455,1,0.243235548547463
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_syringae_7928A_6990,2,3,amygdali,syringae,#BFD86666,0.142973728339855,1,0.221928915917622
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_syringae_pv_syringae_B301D-R_2473,2,1,amygdali,syringae,#BFD86666,0.147445500279486,1,0.254715327827554
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_syringae_ICMP_508_7220,2,1,amygdali,syringae,#BFD86666,0.149681386249301,1,0.232279959942139
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_syringae_5275_6122,2,7,amygdali,syringae,#BFD86666,0.151917272219117,1,0.258957762657948
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_syringae_1845_4123,2,3,amygdali,syringae,#BFD86666,0.161978759083287,1,0.231984435797665
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_syringae_Pss9293_6573,2,5,amygdali,syringae,#BFD86666,0.166450531022918,1,0.24786409805807
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_syringae_202_6455,2,12,amygdali,syringae,#BFD86666,0.173158188932364,1,0.248385888367378
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_viridiflava_LMCA8_3094,2,1,amygdali,viridiflava,#BFD86666,0.196634991615428,1,0.313634408602151
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_viridiflava_CDRTc14_4128,2,1,amygdali,viridiflava,#BFD86666,0.198870877585243,1,0.309259058950784
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_fluorescens_isolate_PS634_11772,2,1,amygdali,fluorescens,#BFD86666,0.292778088317496,1,0.306123110851657
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_viridiflava_CFBP13507_7767,2,1,amygdali,viridiflava,#BFD86666,0.336377864728899,1,0.314163911606055
Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,Pseudomonas_viridiflava_CFBP_1590_isolate_E12-5_7308,2,1,amygdali,viridiflava,#BFD86666,0.379977641140302,1,0.547151094978035
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_isolate_CFBP3840_6707,4,1,savastanoi,syringae,#B3DE6966,0.0267076579094466,1,0.391620417415774
Pseudomonas_savastanoi_2411_5819,Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,4,1,savastanoi,amygdali,#B3DE6966,0.0278256008943544,1,0.419287094648183
Pseudomonas_savastanoi_2411_5819,Pseudomonas_amygdali_NM002_5127,4,3,savastanoi,amygdali,#B3DE6966,0.0300614868641699,1,0.390328601323455
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_UMAF0158_3878,4,5,savastanoi,syringae,#B3DE6966,0.034533258803801,1,0.503023693863389
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_Pss9097_6431,4,6,savastanoi,syringae,#B3DE6966,0.0412409167132476,1,0.432214780010441
Pseudomonas_savastanoi_2411_5819,Pseudomonas_cerasi_isolate_Sour_cherry_Prunus_cerasus_symptoma_4022,4,2,savastanoi,cerasi,#B3DE6966,0.0479485746226942,1,0.466736114918581
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_isolate_CFBP2118_5951,4,3,savastanoi,syringae,#B3DE6966,0.0501844605925098,1,0.472594624245749
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_pv_tomato_DC3000_111,4,4,savastanoi,syringae,#B3DE6966,0.0546562325321409,1,0.476858375425437
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_CRAFRU_1229_5710,4,4,savastanoi,syringae,#B3DE6966,0.0613638904415875,1,0.471935128291879
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_MAFF212063_6757,4,1,savastanoi,syringae,#B3DE6966,0.0669536053661263,1,0.482328368654725
Pseudomonas_savastanoi_2411_5819,Pseudomonas_coronafaciens_pv_oryzae_str_1_6_11728,4,1,savastanoi,coronafaciens,#B3DE6966,0.0680715483510341,1,0.503544863487362
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_Ps25_11512,4,2,savastanoi,syringae,#B3DE6966,0.0691894913359419,1,0.504848192348192
Pseudomonas_savastanoi_2411_5819,Pseudomonas_coronafaciens_pv_oryzae_ICMP9088_3669,4,3,savastanoi,coronafaciens,#B3DE6966,0.0714253773057574,1,0.256136827513944
Pseudomonas_savastanoi_2411_5819,Pseudomonas_coronafaciens_pv_zizaniae_ICMP8921_3671,4,6,savastanoi,coronafaciens,#B3DE6966,0.0758971492453885,1,0.277297662066263
Pseudomonas_savastanoi_2411_5819,Pseudomonas_cannabina_ICMP_2823_5053,4,2,savastanoi,cannabina,#B3DE6966,0.0826048071548351,1,0.507081387303235
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_RM1_6415,4,4,savastanoi,syringae,#B3DE6966,0.0848406931246506,1,0.243247336253989
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_ICMP_8406_5980,4,3,savastanoi,syringae,#B3DE6966,0.0904304080491895,1,0.234851015679724
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_pv_maculicola_CFBP_1657_3086,4,1,savastanoi,syringae,#B3DE6966,0.0960201229737283,1,0.239079862801744
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_9643_6237,4,1,savastanoi,syringae,#B3DE6966,0.0982560089435439,1,0.264615252472112
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_pv_viburni_CFBP_1702_3087,4,5,savastanoi,syringae,#B3DE6966,0.101609837898267,1,0.256049885302575
Pseudomonas_savastanoi_2411_5819,Pseudomonas_avellanae_R25260_6575,4,1,savastanoi,avellanae,#B3DE6966,0.107199552822806,1,0.241263968508341
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_CFBP_3800_5881,4,1,savastanoi,syringae,#B3DE6966,0.108317495807714,1,0.355794359080016
Pseudomonas_savastanoi_2411_5819,Pseudomonas_avellanae_R2sc214_6308,4,1,savastanoi,avellanae,#B3DE6966,0.109435438792622,1,0.246150868742474
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_pv_actinidifoliorum_CFBP8043_3814,4,5,savastanoi,syringae,#B3DE6966,0.110553381777529,1,0.258502665700598
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_Psa_JA12_7257,4,1,savastanoi,syringae,#B3DE6966,0.119496925656792,1,0.261630235906763
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_NZ35_5847,4,1,savastanoi,syringae,#B3DE6966,0.122850754611515,1,0.251995241700011
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_M256_7288,4,1,savastanoi,syringae,#B3DE6966,0.12508664058133,1,0.270564851522582
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_UB0390_2476,4,1,savastanoi,syringae,#B3DE6966,0.128440469536054,1,0.217876174256991
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_13-429_11508,4,6,savastanoi,syringae,#B3DE6966,0.132912241475685,1,0.221452076659852
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_7928A_6990,4,3,savastanoi,syringae,#B3DE6966,0.140737842370039,1,0.217195464932326
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_pv_syringae_B301D-R_2473,4,1,savastanoi,syringae,#B3DE6966,0.14520961430967,1,0.228785630101707
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_ICMP_508_7220,4,1,savastanoi,syringae,#B3DE6966,0.147445500279486,1,0.215258283415486
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_5275_6122,4,7,savastanoi,syringae,#B3DE6966,0.149681386249301,1,0.232901850468111
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_1845_4123,4,3,savastanoi,syringae,#B3DE6966,0.159742873113471,1,0.228262653000952
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_Pss9293_6573,4,5,savastanoi,syringae,#B3DE6966,0.164214645053102,1,0.217713959513459
Pseudomonas_savastanoi_2411_5819,Pseudomonas_syringae_202_6455,4,12,savastanoi,syringae,#B3DE6966,0.170922302962549,1,0.240121811127728
Pseudomonas_savastanoi_2411_5819,Pseudomonas_viridiflava_LMCA8_3094,4,1,savastanoi,viridiflava,#B3DE6966,0.194399105645612,1,0.313206905349094
Pseudomonas_savastanoi_2411_5819,Pseudomonas_viridiflava_CDRTc14_4128,4,1,savastanoi,viridiflava,#B3DE6966,0.196634991615428,1,0.316034873694632
Pseudomonas_savastanoi_2411_5819,Pseudomonas_fluorescens_isolate_PS634_11772,4,1,savastanoi,fluorescens,#B3DE6966,0.29054220234768,1,0.313426181478493
Pseudomonas_savastanoi_2411_5819,Pseudomonas_viridiflava_CFBP13507_7767,4,1,savastanoi,viridiflava,#B3DE6966,0.334141978759083,1,0.319109580985577
Pseudomonas_savastanoi_2411_5819,Pseudomonas_viridiflava_CFBP_1590_isolate_E12-5_7308,4,1,savastanoi,viridiflava,#B3DE6966,0.377741755170486,1,0.555848818695703
Pseudomonas_syringae_isolate_CFBP3840_6707,Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,1,1,syringae,amygdali,#E2782050,0.02,1,0.314289499834382
Pseudomonas_syringae_isolate_CFBP3840_6707,Pseudomonas_savastanoi_NCPPB_3335_6509,1,1,syringae,savastanoi,#E2782050,0.0211179429849078,1,0.343627991439134
Pseudomonas_syringae_isolate_CFBP3840_6707,Pseudomonas_amygdali_NM002_5127,1,3,syringae,amygdali,#E2782050,0.0222358859698155,1,0.338973647711512
Pseudomonas_syringae_isolate_CFBP3840_6707,Pseudomonas_cerasi_isolate_Sour_cherry_Prunus_cerasus_symptoma_4022,1,2,syringae,cerasi,#E2782050,0.0401229737283399,1,0.368095583463755
Pseudomonas_syringae_isolate_CFBP3840_6707,Pseudomonas_coronafaciens_pv_oryzae_str_1_6_11728,1,1,syringae,coronafaciens,#E2782050,0.0602459474566797,1,0.479277010259639
Pseudomonas_syringae_isolate_CFBP3840_6707,Pseudomonas_coronafaciens_pv_oryzae_ICMP9088_3669,1,3,syringae,coronafaciens,#E2782050,0.063599776411403,1,0.536606252438972
Pseudomonas_syringae_isolate_CFBP3840_6707,Pseudomonas_coronafaciens_pv_zizaniae_ICMP8921_3671,1,6,syringae,coronafaciens,#E2782050,0.0680715483510341,1,0.528253677072755
Pseudomonas_syringae_isolate_CFBP3840_6707,Pseudomonas_cannabina_ICMP_2823_5053,1,2,syringae,cannabina,#E2782050,0.0747792062604807,1,0.525714082199587
Pseudomonas_syringae_isolate_CFBP3840_6707,Pseudomonas_avellanae_R25260_6575,1,1,syringae,avellanae,#E2782050,0.0993739519284517,1,0.465484853065014
Pseudomonas_syringae_isolate_CFBP3840_6707,Pseudomonas_avellanae_R2sc214_6308,1,1,syringae,avellanae,#E2782050,0.101609837898267,1,0.466779686639527
Pseudomonas_syringae_isolate_CFBP3840_6707,Pseudomonas_viridiflava_LMCA8_3094,1,1,syringae,viridiflava,#E2782050,0.186573504751258,1,0.514995632340095
Pseudomonas_syringae_isolate_CFBP3840_6707,Pseudomonas_viridiflava_CDRTc14_4128,1,1,syringae,viridiflava,#E2782050,0.188809390721073,1,0.530667552165903
Pseudomonas_syringae_isolate_CFBP3840_6707,Pseudomonas_fluorescens_isolate_PS634_11772,1,1,syringae,fluorescens,#E2782050,0.282716601453326,1,0.525229701655565
Pseudomonas_syringae_isolate_CFBP3840_6707,Pseudomonas_viridiflava_CFBP13507_7767,1,1,syringae,viridiflava,#E2782050,0.326316377864729,1,0.522313024364234
Pseudomonas_syringae_isolate_CFBP3840_6707,Pseudomonas_viridiflava_CFBP_1590_isolate_E12-5_7308,1,1,syringae,viridiflava,#E2782050,0.369916154276132,1,0.505189637759634
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_savastanoi_NCPPB_3335_6509,1,1,amygdali,savastanoi,#BFD86666,0.02,1,0.35630369042203
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_UMAF0158_3878,1,5,amygdali,syringae,#BFD86666,0.0255897149245388,1,0.443983675618747
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_Pss9097_6431,1,6,amygdali,syringae,#BFD86666,0.0322973728339855,1,0.438754014129737
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_cerasi_isolate_Sour_cherry_Prunus_cerasus_symptoma_4022,1,2,amygdali,cerasi,#BFD86666,0.0390050307434321,1,0.424100278841894
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_isolate_CFBP2118_5951,1,3,amygdali,syringae,#BFD86666,0.0412409167132476,1,0.370884087999683
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_pv_tomato_DC3000_111,1,4,amygdali,syringae,#BFD86666,0.0457126886528787,1,0.43649472390124
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_CRAFRU_1229_5710,1,4,amygdali,syringae,#BFD86666,0.0524203465623253,1,0.41681637577204
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_MAFF212063_6757,1,1,amygdali,syringae,#BFD86666,0.0580100614868642,1,0.415623121298558
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_coronafaciens_pv_oryzae_str_1_6_11728,1,1,amygdali,coronafaciens,#BFD86666,0.0591280044717719,1,0.441572816783577
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_Ps25_11512,1,2,amygdali,syringae,#BFD86666,0.0602459474566797,1,0.422271779963628
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_coronafaciens_pv_oryzae_ICMP9088_3669,1,3,amygdali,coronafaciens,#BFD86666,0.0624818334264953,1,0.529453833289323
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_coronafaciens_pv_zizaniae_ICMP8921_3671,1,6,amygdali,coronafaciens,#BFD86666,0.0669536053661263,1,0.533848255801141
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_cannabina_ICMP_2823_5053,1,2,amygdali,cannabina,#BFD86666,0.0736612632755729,1,0.507055137844612
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_RM1_6415,1,4,amygdali,syringae,#BFD86666,0.0758971492453885,1,0.505619692361361
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_ICMP_8406_5980,1,3,amygdali,syringae,#BFD86666,0.0814868641699273,1,0.50133948990482
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_pv_maculicola_CFBP_1657_3086,1,1,amygdali,syringae,#BFD86666,0.0870765790944662,1,0.501996018839807
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_9643_6237,1,1,amygdali,syringae,#BFD86666,0.0893124650642817,1,0.505602760970708
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_pv_viburni_CFBP_1702_3087,1,5,amygdali,syringae,#BFD86666,0.092666294019005,1,0.504541010320478
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_avellanae_R25260_6575,1,1,amygdali,avellanae,#BFD86666,0.0982560089435439,1,0.504498846865966
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_CFBP_3800_5881,1,1,amygdali,syringae,#BFD86666,0.0993739519284517,1,0.491963989521729
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_avellanae_R2sc214_6308,1,1,amygdali,avellanae,#BFD86666,0.100491894913359,1,0.505248448214228
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_pv_actinidifoliorum_CFBP8043_3814,1,5,amygdali,syringae,#BFD86666,0.101609837898267,1,0.504200118128322
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_Psa_JA12_7257,1,1,amygdali,syringae,#BFD86666,0.110553381777529,1,0.530284938049801
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_NZ35_5847,1,1,amygdali,syringae,#BFD86666,0.113907210732253,1,0.515582908079459
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_M256_7288,1,1,amygdali,syringae,#BFD86666,0.116143096702068,1,0.512362215098151
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_UB0390_2476,1,1,amygdali,syringae,#BFD86666,0.119496925656792,1,0.485224362543147
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_13-429_11508,1,6,amygdali,syringae,#BFD86666,0.123968697596423,1,0.492067180031864
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_7928A_6990,1,3,amygdali,syringae,#BFD86666,0.131794298490777,1,0.491010885082084
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_pv_syringae_B301D-R_2473,1,1,amygdali,syringae,#BFD86666,0.136266070430408,1,0.494732765298218
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_ICMP_508_7220,1,1,amygdali,syringae,#BFD86666,0.138501956400224,1,0.496472397766409
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_5275_6122,1,7,amygdali,syringae,#BFD86666,0.140737842370039,1,0.493532527745736
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_1845_4123,1,3,amygdali,syringae,#BFD86666,0.150799329234209,1,0.498759139521684
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_Pss9293_6573,1,5,amygdali,syringae,#BFD86666,0.15527110117384,1,0.50049603727525
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_syringae_202_6455,1,12,amygdali,syringae,#BFD86666,0.161978759083287,1,0.495047865116433
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_viridiflava_LMCA8_3094,1,1,amygdali,viridiflava,#BFD86666,0.18545556176635,1,0.538075241352439
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_viridiflava_CDRTc14_4128,1,1,amygdali,viridiflava,#BFD86666,0.187691447736165,1,0.542009670824183
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_fluorescens_isolate_PS634_11772,1,1,amygdali,fluorescens,#BFD86666,0.281598658468418,1,0.549790164640052
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_viridiflava_CFBP13507_7767,1,1,amygdali,viridiflava,#BFD86666,0.325198434879821,1,0.555927305908296
Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,Pseudomonas_viridiflava_CFBP_1590_isolate_E12-5_7308,1,1,amygdali,viridiflava,#BFD86666,0.368798211291224,1,0.503231903231903
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_amygdali_NM002_5127,1,3,savastanoi,amygdali,#B3DE6966,0.02,1,0.338049396461595
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_UMAF0158_3878,1,5,savastanoi,syringae,#B3DE6966,0.0244717719396311,1,0.505163228722196
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_Pss9097_6431,1,6,savastanoi,syringae,#B3DE6966,0.0311794298490777,1,0.426207074619158
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_cerasi_isolate_Sour_cherry_Prunus_cerasus_symptoma_4022,1,2,savastanoi,cerasi,#B3DE6966,0.0378870877585243,1,0.394773451212377
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_isolate_CFBP2118_5951,1,3,savastanoi,syringae,#B3DE6966,0.0401229737283399,1,0.375807168440041
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_pv_tomato_DC3000_111,1,4,savastanoi,syringae,#B3DE6966,0.0445947456679709,1,0.397343154018151
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_CRAFRU_1229_5710,1,4,savastanoi,syringae,#B3DE6966,0.0513024035774176,1,0.392700633579725
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_MAFF212063_6757,1,1,savastanoi,syringae,#B3DE6966,0.0568921185019564,1,0.457524442456387
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_coronafaciens_pv_oryzae_str_1_6_11728,1,1,savastanoi,coronafaciens,#B3DE6966,0.0580100614868642,1,0.445582686048472
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_Ps25_11512,1,2,savastanoi,syringae,#B3DE6966,0.0591280044717719,1,0.440447778905869
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_coronafaciens_pv_oryzae_ICMP9088_3669,1,3,savastanoi,coronafaciens,#B3DE6966,0.0613638904415875,1,0.516692862477566
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_coronafaciens_pv_zizaniae_ICMP8921_3671,1,6,savastanoi,coronafaciens,#B3DE6966,0.0658356623812186,1,0.514044880848297
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_cannabina_ICMP_2823_5053,1,2,savastanoi,cannabina,#B3DE6966,0.0725433202906652,1,0.528256278155559
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_RM1_6415,1,4,savastanoi,syringae,#B3DE6966,0.0747792062604807,1,0.483590552570905
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_ICMP_8406_5980,1,3,savastanoi,syringae,#B3DE6966,0.0803689211850196,1,0.492183986221876
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_pv_maculicola_CFBP_1657_3086,1,1,savastanoi,syringae,#B3DE6966,0.0859586361095584,1,0.488518159379408
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_9643_6237,1,1,savastanoi,syringae,#B3DE6966,0.088194522079374,1,0.486751260597329
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_pv_viburni_CFBP_1702_3087,1,5,savastanoi,syringae,#B3DE6966,0.0915483510340973,1,0.497116950570007
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_avellanae_R25260_6575,1,1,savastanoi,avellanae,#B3DE6966,0.0971380659586361,1,0.485217486698481
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_CFBP_3800_5881,1,1,savastanoi,syringae,#B3DE6966,0.0982560089435439,1,0.443078302732808
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_avellanae_R2sc214_6308,1,1,savastanoi,avellanae,#B3DE6966,0.0993739519284517,1,0.485261768587769
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_pv_actinidifoliorum_CFBP8043_3814,1,5,savastanoi,syringae,#B3DE6966,0.100491894913359,1,0.491156266938044
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_Psa_JA12_7257,1,1,savastanoi,syringae,#B3DE6966,0.109435438792622,1,0.504891020729934
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_NZ35_5847,1,1,savastanoi,syringae,#B3DE6966,0.112789267747345,1,0.491281198003328
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_M256_7288,1,1,savastanoi,syringae,#B3DE6966,0.11502515371716,1,0.48807498582341
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_UB0390_2476,1,1,savastanoi,syringae,#B3DE6966,0.118378982671884,1,0.491432978283466
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_13-429_11508,1,6,savastanoi,syringae,#B3DE6966,0.122850754611515,1,0.508104477283238
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_7928A_6990,1,3,savastanoi,syringae,#B3DE6966,0.130676355505869,1,0.502390588863192
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_pv_syringae_B301D-R_2473,1,1,savastanoi,syringae,#B3DE6966,0.1351481274455,1,0.507242043718025
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_ICMP_508_7220,1,1,savastanoi,syringae,#B3DE6966,0.137384013415316,1,0.499535539613435
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_5275_6122,1,7,savastanoi,syringae,#B3DE6966,0.139619899385131,1,0.491673248335778
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_1845_4123,1,3,savastanoi,syringae,#B3DE6966,0.149681386249301,1,0.511937460384534
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_Pss9293_6573,1,5,savastanoi,syringae,#B3DE6966,0.154153158188932,1,0.514545717496023
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_syringae_202_6455,1,12,savastanoi,syringae,#B3DE6966,0.160860816098379,1,0.520952098505069
Pseudomonas_savastanoi_NCPPB_3335_6509,Pseudomonas_viridiflava_LMCA8_3094,1,1,savastanoi,viridiflava,#B3DE6966,0.184337618781442,1,0.550752797889778
